GR_VR,gr_vr_translated,age_at_sale,mileage,SALES_RES,registration_date,sales_date
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.57,138962,47.6%,01Jun2014,21Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.07,184169,32.1%,01May2014,05Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,45.84,215355,38.4%,01Feb2014,30Nov2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,27.28,40680,48.4%,01Oct2015,10Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,40.07,195608,30.3%,01Sep2014,05Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.38,109502,38.5%,01Jan2015,15Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,44.10,147458,31.8%,21Nov2016,28Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.61,126536,48.1%,01May2015,21Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,60.26,186178,32.0%,01Jun2015,12Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.67,146703,45.4%,01May2014,23Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.31,178333,28.5%,01Apr2016,13Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.67,155739,42.4%,01May2016,24Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,34.82,159047,43.5%,01Sep2014,29Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.20,204454,24.0%,01Nov2016,10Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,41.90,169802,39.5%,18Apr2016,18Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.84,85411,46.1%,01May2014,28Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.03,127191,35.8%,01Oct2014,04Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.80,96882,46.5%,01May2014,27Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,46.30,108122,37.3%,25Aug2016,07Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.51,142864,31.5%,01Sep2015,20Dec2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,60.59,101807,35.2%,18Nov2014,10Dec2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.70,166641,29.2%,19May2014,13Jul2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,33.80,120653,44.3%,01Sep2014,28Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.64,120224,40.2%,01Oct2013,23Nov2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.56,100319,37.3%,01Sep2015,21Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.10,181068,25.3%,22Dec2015,28Apr2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.15,65110,51.0%,01Nov2014,08Dec2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.52,118948,42.1%,01Apr2016,20Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,27.57,25452,50.4%,01Aug2016,20Nov2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,45.18,105017,37.0%,25Aug2016,03Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.70,189115,24.9%,25Apr2016,19Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,26.69,124104,46.0%,01Jul2016,23Sep2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.13,157921,28.8%,01Jun2014,08Oct2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,62.59,115929,32.6%,29Apr2015,20Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,32.16,188213,41.8%,01Jun2014,06Feb2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.82,174846,26.2%,25Apr2016,23Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.34,201411,24.9%,01Oct2015,14Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,31.84,178557,38.6%,01Jan2016,29Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.33,131146,34.3%,01Nov2016,14Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,61.57,150993,27.1%,01Oct2013,22Nov2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.57,165467,32.1%,01Dec2016,21Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.90,115737,45.2%,01Apr2016,31May2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.62,129493,38.0%,07Mar2017,28May2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,14.00,26020,58.2%,01Jan2016,03Mar2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,42.98,149297,37.1%,10Jan2017,13Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.69,133697,46.0%,01Apr2016,25Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.79,107184,46.8%,01Jul2014,27Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.82,39772,45.8%,18Dec2015,14Jan2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.51,81692,38.8%,14Apr2016,02Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.70,177909,31.5%,01Apr2016,25Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.72,119670,39.8%,01Oct2014,25Oct2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.39,74690,34.9%,01Sep2015,16Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.13,169254,30.6%,01May2014,07Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.52,122392,39.4%,01Apr2016,20Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.25,120904,29.4%,01Oct2014,13Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,44.16,203151,25.4%,01Jun2015,07Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.57,135789,30.4%,01Dec2015,21Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,34.13,119365,44.9%,20Jun2014,26Apr2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.49,158952,32.4%,01Jul2015,18Sep2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.05,106885,45.7%,01Jun2016,05Jul2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.11,148436,42.6%,01Sep2016,08Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,56.30,190504,24.6%,01Nov2014,15Jul2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.20,186581,28.3%,01Jun2015,10Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.11,167484,31.8%,01Jan2015,07Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.54,51444,46.9%,01Feb2014,22Mar2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,39.84,149649,35.8%,01Nov2014,28Feb2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.20,194874,25.1%,01May2015,10Jul2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.64,159670,28.4%,01Sep2015,24Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.92,80719,42.0%,01May2014,31May2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.26,161993,48.3%,01Mar2014,11May2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.31,170154,28.6%,01Apr2016,13Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.30,159009,30.7%,17Mar2016,29Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,59.05,184056,27.2%,01Mar2014,04Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,33.84,120185,45.6%,01Sep2014,29Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,41.67,184526,30.7%,01Sep2013,23Feb2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.44,97955,42.9%,01May2016,17Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,46.39,216638,33.0%,01Jul2014,16May2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.90,121976,32.8%,18Dec2015,18Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.00,59941,45.1%,01Jul2014,03Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,39.38,172027,32.6%,01Mar2014,14Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.20,118704,33.2%,01Sep2015,10Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.56,86929,47.9%,01Jul2014,20Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.79,205985,26.8%,01Jul2015,27Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,24.03,43692,55.1%,01Mar2015,03Mar2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.43,139225,33.2%,01Oct2015,17Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.13,133293,42.3%,01Jul2014,07Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.20,111542,36.6%,06Apr2016,15Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,58.20,254272,19.0%,01Aug2014,11Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,54.72,172264,29.5%,01Mar2014,25Sep2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.74,66759,46.9%,01Mar2016,25Apr2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,42.62,155184,39.1%,01Apr2016,23Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,44.72,151417,30.8%,01Nov2016,27Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,46.30,103894,36.9%,25Aug2016,07Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,40.03,129245,45.1%,01Feb2016,06Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.93,154380,30.6%,21Nov2016,23Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.56,141798,31.5%,01Apr2015,21Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,40.95,121524,38.1%,30Jan2017,02Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,45.64,88049,40.6%,01Apr2014,22Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.08,165716,32.6%,01Dec2014,05Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.79,142388,32.2%,01Mar2014,28May2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.74,215888,20.9%,01Sep2014,27Dec2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,61.54,165204,30.5%,01May2013,21Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,64.95,83228,39.0%,01Oct2013,05Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.15,146268,43.6%,01Mar2014,07Apr2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.77,118424,35.0%,01Mar2014,27Apr2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,54.00,90594,45.2%,01Sep2015,05Mar2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,27.21,80545,47.8%,01Jun2015,08Sep2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.08,141130,43.6%,01Jun2014,06Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.75,168152,26.4%,03May2016,29Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.56,160325,30.1%,01Jun2014,21Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.61,41117,41.4%,27Oct2016,18Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.00,94799,40.7%,01Feb2014,06Apr2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.57,145751,37.5%,01Jan2016,20Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.54,73633,49.7%,01Jun2015,19Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.07,163831,27.4%,23Dec2015,28Apr2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,24.92,142697,53.4%,01May2015,30May2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.38,130230,32.9%,01Apr2016,15Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,13.15,47117,52.3%,01Oct2016,06Nov2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.82,119742,40.9%,01Nov2015,28Nov2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,39.67,119018,34.6%,01Nov2014,23Feb2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.56,142481,36.2%,01Mar2016,21May2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,62.36,81957,37.9%,01Oct2014,16Dec2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,39.34,106491,43.2%,01Jul2016,14Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.97,114962,36.1%,01Dec2016,03Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.05,84806,50.9%,01May2016,04Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.54,169965,28.2%,01Jul2014,20Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.70,149184,32.1%,01Apr2016,25Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,33.57,71495,47.6%,01Sep2014,21Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,17.54,71357,66.0%,01Jan2016,19Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.74,88298,36.7%,01Jun2016,27Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.03,121233,45.3%,01May2014,04Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.13,60738,39.2%,01Aug2015,08Aug2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.89,83719,48.6%,01Jul2016,31Jul2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.13,75351,43.9%,27Oct2014,03Nov2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.16,168954,28.7%,01Nov2015,09Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.51,150575,32.5%,01Nov2015,20Dec2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.98,181520,24.0%,26Apr2016,29Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,35.93,109786,42.8%,01Feb2016,01Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.28,94969,48.2%,01Apr2015,12May2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,45.80,220780,26.2%,01Apr2016,28Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.43,181154,28.5%,01May2016,16Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.36,192655,31.3%,05Feb2016,18Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,26.07,69728,50.7%,01Apr2016,05Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,27.57,66084,50.6%,01Dec2016,22Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.64,191052,31.1%,01Apr2016,23Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.56,181072,26.7%,01Jan2016,21Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,34.30,102583,47.4%,01Nov2015,12Sep2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,33.64,155673,42.8%,01Sep2014,23Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,18.85,54656,54.3%,01Nov2015,29May2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.39,131134,34.6%,01May2016,15Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,46.07,101509,33.0%,25Aug2016,30Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,35.11,132434,42.6%,01Jul2016,07Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.70,77446,49.6%,01Sep2015,24Oct2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,56.92,171838,26.8%,01Aug2014,03May2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,61.51,132418,27.5%,29Apr2015,17Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.79,103991,40.4%,01Feb2015,28Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.66,118349,44.1%,01Apr2016,24Jun2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.23,149323,35.6%,15Jun2016,25Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,64.00,88001,43.7%,19May2015,21Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.87,185494,42.4%,29Apr2014,27Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,28.62,9076,53.9%,01Nov2016,24Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.64,155487,31.4%,17Mar2016,09Jul2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.72,110564,37.3%,01Mar2014,26Mar2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,60.36,214971,28.6%,26May2015,09Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,44.79,127769,38.9%,01Aug2013,28Apr2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.56,143316,29.1%,01Dec2014,20Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,31.80,85126,46.7%,01Nov2014,28Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,32.33,144617,44.7%,01Nov2014,14Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.95,130370,38.1%,01Jan2015,04Apr2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.79,102402,34.6%,01Oct2014,27Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.21,172592,27.0%,01Oct2014,10Jan2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,34.43,60024,48.6%,11Mar2015,24Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,61.08,155805,26.4%,02Jul2014,08Aug2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.31,96919,38.4%,01May2014,13Jun2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.00,205899,24.7%,06Jul2016,08Sep2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.48,154485,40.0%,01Jun2014,18Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.23,40803,45.1%,01Mar2015,11Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,40.95,80288,39.9%,01Sep2015,01Feb2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.13,123891,36.0%,14Oct2015,21Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,60.59,165362,28.9%,01Aug2013,23Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,28.95,113709,41.6%,01Feb2015,03Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.00,60665,45.9%,01Jul2014,03Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.08,125897,36.7%,01Sep2016,07Oct2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,45.90,113185,39.8%,16Oct2014,16Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.98,99510,43.9%,01Jul2014,02Aug2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.87,144923,38.8%,01Sep2014,30Oct2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.48,139906,37.8%,01Jun2014,19Jul2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.46,258760,28.0%,01Aug2014,18Oct2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.89,131711,35.4%,01Jan2016,31Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.95,95293,48.9%,01Jul2014,01Aug2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.21,111579,42.7%,01Jan2017,10Feb2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,34.56,94313,47.0%,01Aug2014,20Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,62.85,78781,51.7%,21May2015,19Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.61,158675,34.3%,01Aug2013,22Jan2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,32.20,21748,50.2%,01Jun2014,07Feb2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,51.80,215936,29.8%,01May2015,28Aug2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.72,73407,41.5%,01Aug2016,26Aug2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.05,187866,36.6%,01Sep2015,05Oct2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,31.18,79254,43.1%,01Jul2014,06Feb2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.61,138007,44.7%,01Jun2015,23Jul2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,41.67,87798,45.4%,01Apr2016,24Sep2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.41,82190,51.0%,01Sep2015,15Oct2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,41.61,75377,52.4%,01Jan2017,23Jun2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,61.48,148481,29.2%,01Nov2014,20Dec2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.07,100333,37.9%,01Jun2014,06Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.85,99314,39.6%,01Apr2015,30Apr2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,46.52,209610,25.4%,01Apr2016,19Feb2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,60.20,202678,31.0%,01Apr2014,11Apr2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,40.33,153371,34.2%,01Mar2015,13Jul2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,43.61,233315,25.0%,01Apr2016,22Nov2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,58.66,195547,26.4%,01May2014,25Mar2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.79,141125,43.4%,01Jun2014,27Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.44,100564,40.0%,01Aug2015,17Sep2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.26,92530,44.2%,01May2014,11Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.80,114833,46.1%,01May2014,27Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.13,99062,44.5%,01Jul2014,07Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.48,104539,41.4%,01Jul2014,18Aug2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.03,131727,43.7%,01May2014,04Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,50.03,174499,22.9%,01Nov2014,05Jan2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,52.10,183034,25.2%,12Jun2014,18Oct2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,13.28,29642,55.2%,01Jun2016,11Jul2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,31.90,135943,39.7%,01Apr2016,30Nov2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.89,116164,38.6%,01Jan2015,31Jan2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,36.20,90868,46.7%,01Feb2014,09Feb2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.89,144499,34.0%,01Nov2016,31Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,49.11,155118,36.3%,01Jan2016,07Feb2020
